inhabitant,житель
device,"прибор, схема, проект, прием, устройство"
means,"средство, способ"
resource,"ресурс, средство"
tear,"слеза, разрыв, (по)рвать"
spray,"брызги, обрызгивать"
gear,механизм
habit,привычка
succession,последовательность
breast,грудь
toe,палец
month,месяц
personal,личный
success,"успех, удача"
statement,"утверждение, заявление"
delivery,доставка
share,"разделять, доля, часть"
connect,соединять
notice,"извещение, сообщение, замечать, обращать внимание"
nod,"кивать головой, кивок"
create,создавать
offend,"обижать, обидеть"
possess,обладать
behave,вести себя
efficient,эффективный
average,средний
financial,финансовый
commercial,торговый
common,общий
empty,пустой
successful,"удачный, успешный"
calmly,"тихо, спокойно (!NEW!)"
politely,вежливо (!NEW!)
warily,осторожно
firmly,"твердо, решительно"
sadly,печально
cautiously,осторожно ((!NEW!))
swiftly,быстро (!NEW!)
anxiously,тревожно ((!NEW!))
carefully,"осторожно, внимательно"
document,документ
racing,гоночный (
quay,набережная
mansion,дворец
picturesque,живописный
dusty,пыльный
vicious,порочный
bully,запугивать (не scare)
sweetheart,"возлюбленный(ая), дорогой(ая) (как обращение)"
incredible,невероятно
wealth,богатство
invade,вторгаться
stare,пристальный взгляд
reason,"причина, довод, разум, рассудок"
complain,жаловаться
notorious,"известный, отъявленный"
willingly,охотно
frequently,часто
former,бывший
similar,похожий
achievement,"выполнение, достижение"
fluently,"бегло, гладко"
acquit,оправдывать
robbery,грабеж
swindle,"обман, обманывать, надувать (не deceive)"
murder,убийство
punishment,наказание
evidence,доказательство
indirect,косвенный
bar,бар
dock,"док, пристань"
robber,грабитель
convict,"признать виновным, осудить"
cache,тайник (TR!)
dove,голубь
lark,жаворонок
falcon,сокол
heron,цапля
Germany,германия (TR!)
abominable,"отвратительный, противный"
extension,расширение
design,"проектировать, спроектировать"
bottom,"дно, донышко; нижняя часть"
application,"заявление, применение"
miscellaneous,"смешанный, разнообразный"
top,"верх, верхушка"
hairpin,шпилька
brooch,брошь
existence,существование
abrupt,"резкий, внезапный, крутой, обрывистый"
absence,отсутствие
absent,отсутствующий
abundance,"богатство, изобилие"
acclaim,провозглашать
advertise,"помещать объявление, рекламировать"
data,"данные, факты"
music,музыка
yes,да
no,"нет, никакой"
please,пожалуйста (только в просьбе)
my,"мой, моя, мое, мои"
your,"ваш, твой"
his,его (
her,"ее, ей"
our,наш
their,"их (на вопрос ""чей?"")"
who,кто
what,"что, какой"
where,"где, куда"
when,когда
why,почему
which,который
accomplish,выполнять
patience,терпение
decent,"приличный, скромный"
conduct,"вести, руководитель, проводить"
identify,"опознавать, распознавать; устанавливать личность"
center,центр
variable,"изменчивый, непостоянный"
earn,зарабатывать
exert,напрягать(силы)
compete,"состязаться, конкурировать"
edge,"край, точить"
boots,"ботинки, сапоги (от boot)"
tail,"конец, хвост"
bride,невеста
glacier,"ледник, глетчер"
slope,"склон, наклон, гора для катания"
nostrils,ноздри (TR!)
teeth,зубы
whiskers,"бакенбарды, усы (у животных)"
Eugene,Юджин (TR!)
Paul,пол (!NEW!)
peter,питер (TR!)
Ted,раскидывать
Nat,нат (TR!)
noble,"благородный, знатный"
either,или
wise,мудрый
beyond,"далеко, вдали, на расстоянии, вне, сверх"
cosy,уютный
bless,благословлять
seek,искать (не find)
weak,слабый
purpose,цель
weakness,слабость
man,"мужчина, человек"
woman,женщина
boy,"мальчик, юноша"
girl,"девочка, девушка"
bird,птица
grimly,"жестоко, решительно (!NEW!)"
eagerly,охотно (не willing)
gently,"мягко, кротко"
frantically,неистово (!NEW!)
sternly,строго (!NEW!)
sharply,резко
urgently,срочно
bravely,смело
luckily,к счастью
hurriedly,поспешно (!NEW!)
faithfully,искренне (TR!)
gradually,постепенно
proudly,гордо
water,"вода, поливать, разбавлять"
bathe,купаться
bank,банк
degree,"степень, звание"
rain,дождь
snow,"снег, падать (о снеге)"
hail,приветствовать
sunshine,солнечный свет
frost,мороз
thunder,"гром, греметь"
lightning,молния
heat,жара
wind,"ветер, виток, виться, наматывать"
fog,туман
ice,лед
icicle,сосулька
cloud,облако
mist,дымка
thaw,оттепель
rainbow,радуга
hurricane,ураган
storm,"буря, взрыв (не blast)"
whirlwind,вихрь
boldly,смело (TR!)
joyfully,радостно
desperately,отчаянно ((!NEW!))
seriously,серьезно
suddenly,"внезапно, вдруг"
veil,"завеса, покрывало"
engagement,занятие
invitation,приглашение
guest,гость
champagne,шампанское
reception,прием
retire,"уходить, удаляться, оставлять должность"
fire,"огонь, пожар"
sack,мешок
overtime,сверхурочные
promotion,поощрение
wage,заработная плата
pay,"платить, зарплата"
confirmed,подтвержденный (TR!)
gap,брешь
temporary,временный
recently,недавно
meanwhile,"тем временем, между тем"
fir,"пихта, ель"
precisely,точно
task,задача
fashion,мода
while,"пока, в то время как, тогда как"
involved,сложный
eventually,"в конечном счете, в конце концов"
supplies,запасы(поставки) (TR!)
content,содержание
refuse,отказывать
though,"хотя, несмотря на"
specifically,специфически
granted,дарованный (!NEW!)
royal,королевский (не queen)
least,"наименьший, менее всего"
conceal,"скрывать, утаивать"
successive,последующий
remains,остается (TR!)
emerged,появился (TR!)
extend,"продлевать, растягивать"
outbreak,"взрыв, вспышка, начало (войны и т.п.)"
whether,ли
experienced,опытный
mild,мягкий (не soft)
treatment,"обращение, обработка"
shot,"попытка, выстрел"
surgery,"хирургия, приемная хирурга"
disease,болезнь
smear,"масляное пятно, пачкать, мазать"
drip,капать
prescription,рецепт
appointment,условленная встреча
drops,снижения(капли) (TR!)
syringe,шприц
tax,налог
rent,"брать напрокат, снимать жилье, квартирная плата"
bonus,премия
commission,комиссионные
customer,клиент
cash,деньги
contribution,вклад
remainder,остаток
bill,"счет, законопроект"
profit,прибыль
transaction,"дело, сделка, ведение (дел), труды, протоколы (общества)"
clause,"предложение, статья"
code,код
expense,расход
cost,"стоить, стоил"
contract,"договор, контракт"
threw,бросал (не flung) (!NEW!)
state,"государство, состояние"
copyright,авторское право
masterpiece,шедевр
probably,вероятно (
maintenance,поддержание
initially,вначале
quote,цитировать
raise,"поднимать, возвышать"
onto,на (не upon)
separate,отдельный
otherwise,иначе
exciting,"волнующий, великолепный"
day,день
night,ночь
year,год
century,"столетие, век"
week,неделя
quarter,"четверть, квартал"
morning,утро
evening,вечер
noon,полдень
midnight,полночь
minute,минута
second,"второй, помощник, секунда"
weekend,выходные
today,"сегодня, теперь, современный"
tomorrow,"завтра, назавтра"
yesterday,вчера
winter,зима
summer,"лето, летний"
spring,весна
welcome,"желанный, гостеприимство"
house,дом
friend,друг
cock,"петух, задирать"
charge,"плата, стоимость, взимать плату"
assassination,убийство
gate,"ворота, проход"
balcony,балкон
roof,крыша
path,"тропинка, беговая дорожка"
pavement,тротуар (не sidewalk)
chimney,труба
terrace,терраса
porch,"крыльцо, (амер.) веранда, терраса"
ivory,слоновая кость
lilac,"сирень, сиреневый"
crimson,"алый, малиновый (не scarlet)"
proved,доказанный (TR!)
swept,подметал (!NEW!)
despite,несмотря на
carbon,углерод
copper,медь
helium,гелий (TR!)
lead,"вести, руководить"
tin,"олово, жестянка, консервная банка"
interfere,мешать
emphasis,"подчеркивание, ударение, выразительность"
handling,обращение
since,с тех пор как
loop,петля
drill,"дрель, тренировать"
file,картотека
blade,лезвие
signature,подпись
section,"отделение, делить на части"
storey,этаж
mast,мачта
frame,"оправа, рамка"
member,член
collapse,"крушение, крах, рушиться, потерпеть крах"
concrete,"бетон, сгущать, конкретный"
instance,пример
offer,предлагать
comparison,сравнение
provide,обеспечивать
implement,выполнять
shallow,"мелкий, поверхностный, (от)мель"
explained,объяснил (от explain)
whole,"целый, весь, целое"
rather,"скорее, лучше"
seize,хватать
often,часто
seldom,редко
rarely,редко
sometimes,иногда
usually,"обычно, обыкновенно"
sauce,"соус, приправа, поливать соусом"
vinegar,уксус
further,"дальнейший, дополнительный"
anniversary,годовщина
pickles,маринованные огурцы
mallow,просвирник (TR!)
mint,мята
call,"звонить, называть (call)"
even,даже
thereafter,после этого; впоследствии (не afterwards) (!NEW!)
arrangements,меры (не measurements) (TR!)
required,потребованный (не demanded) (!NEW!)
refer,"отсылать, ссылаться"
reflect,"отражать, размышлять"
deadlock,"тупик, безвыходное положение"
prompt,"проворный, быстрый"
escape,"избежать, избегать"
James,джеймс (TR!)
Luke,лук (TR!)
plunge,нырять
obvious,очевидный
excite,"возбуждать, волновать"
stuck,"воткнул, приклеил (!NEW!)"
tease,"дразнить, задира"
whip,"кнут, хлыст, хлестать, сечь, взбивать (сливки, яйца)"
resolution,"решение, резолюция, решимость"
anew,"снова, заново"
exercise,упражнение
adapt,"приспособить, переделать"
arch,"арка, дуга"
traffic,уличное движение
road,дорога
launch,начинать
increase,рост
receive,получать
internal,внутренний
experience,опыт
enthusiasm,"энтузиазм, восторг"
impression,впечатление
magazine,журнал
being,будучи (от be)
eliminate,"исключать, уничтожать, ликвидировать"
worth,"стоящий, заслуживающий"
trace,"следить, чертить"
values,ценности (TR!)
definitely,определенно (TR!)
deed,"подвиг, дело"
dwell,жить
could,"мог, могли (бы)"
conclusion,заключение
acquire,приобретать
deeper,глубже (TR!)
trend,"общее направление, тенденция"
thus,"так, таким образом"
still,"все еще, однако, тихий"
correctly,"правильно, верно"
reject,отвергать
until,до
improve,улучшать
health,здоровье
harm,"беда, неприятность"
intolerable,"невыносимый, нестерпимый"
learnt,"узнал, выученный (от learn)"
bricks,кубики (детские)
besides,"кроме, кроме того"
use,"использовать, употребить, польза, применение"
malice,злоба
exasperation,"раздражение, ожесточение"
depression,"уныние, депрессия (эконом.)"
sorrow,печаль
admiration,восхищение
delight,"восхищение, восхищаться"
let,"позволять, давать, разрешать"
make,"делать, производить"
map,карта
me,"мне, меня"
plan,"план, планировать"
take,"брать, взять, принимать"
tell,"говорить, рассказывать"
that,"это, тот, та, то"
them,"их (на вопрос ""кого?"", ""что?"")"
bag,сумка
book,"книга, покупать (билет)"
child,ребенок
five,пять
geology,геология
give,давать
good,"хороший, добрый, добро, польза"
in,в
note,"запись, записка, банкнота, записывать"
on,"на, вперед, дальше"
put,"класть, размещать"
see,"(у)видеть, встретиться"
study,"учиться, изучать, заниматься, исследование, кабинет"
well,"хорошо, очень, добро, здоровый (не good)"
because,потому что
east,"восток, восточный"
find,"найти, находить"
schedule,"расписание, таблица, планировать"
express,"экспресс, выражать"
available,доступный
insist,настаивать
instead,"вместо, взамен"
shore,берег
experiment,эксперимент
majority,большинство
particularly,"особенно, в особенности"
behind,позади
naughty,непослушный
precise,точный
brittle,"хрупкий, ломкий (не fragile)"
furious,"взбешенный, бешеный, неистовый"
concept,"концепция, понятие, идея"
overall,всеобщий
utility,"полезность, выгодность, удобства, коммунальные услуги"
rate,"тариф, расценка, степень, оценивать"
item,"вещь, предмет"
stiff,"негнущийся, застывший, холодный, натянутый"
ferocious,дикий
fierce,свирепый
bid,предложение (TR!)
threat,угроза
superior,"высший, лучший"
supposedly,предположительно
mining,горный
boost,"повышение, повышать"
pug,"мопс, моська, курносый нос"
adopt,"принимать, присваивать"
affairs,делишки ((!NEW!))
alike,похожий
basement,основание
cane,"трость, палка"
capture,"захват, поймать"
carriage,вагон
damp,"сырой, влажный"
dare,"сметь, отважиться"
dash,"оттолкнуть, отбросить"
deserve,заслуживать
eager,нетерпеливый
elsewhere,в другом месте (TR!)
encourage,"ободрять, поощрять, подстрекать"
equal,равный
abroad,за границей
bath,ванна
fail,"недоставать, не хватать; обмануть ожидания"
familiar,близкий
gang,"шайка, банда"
gasp,задыхаться (не pant)
injured,поврежденный
inn,"гостиница, постоялый двор"
jerk,"резкий толчок, подергивание; резко толкать, дергать"
jewel,драгоценность
justice,справедливость
attractive,привлекательный
disapproval,неодобрение
ideal,"идеал, идеальный"
persistent,настойчивый
keyhole,замочная скважина
kidnap,похищать (человека)
lad,"мальчик, юноша, парень (не guy)"
marble,мрамор
nab,курок
nearby,поблизости (nearby)
overhear,подслушивать
pal,"приятель, товарищ, дружок"
pale,бледный
rage,"гнев, ярость (не fury)"
ragged,"истрепанный, оборванный, рваный"
rag,"тряпка, лохмотья"
rail,рельс
scar,"шрам, рубец"
scared,напуганный (!NEW!)
scheme,проект
tender,нежный
ugly,уродливый
ungrateful,неблагодарный
unless,"если не, пока не"
villain,"злодей, негодяй"
wag,"махать, трясти"
wander,"бродить, блуждать"
yell,"пронзительный крик, кричать, вопить"
artful,"хитрый, ловкий"
attend,"посещать, обслуживать"
attorney,"адвокат, поверенный (не advocate)"
beating,поражение
beg,"просить, умолять"
beggar,нищий
cellar,"подвал, винный погреб"
certain,"определенный, некоторый, некий"
chase,"охотиться, преследовать, погоня, охота"
ditch,канава
drag,тащить
hope,надеяться
attempt,"пробовать, пытаться, попытка"
expect,ожидать
vehicle,транспортное средство
despair,отчаяние
intend,намереваться
prepare,готовить(ся)
tend,иметь тенденцию
claim,требовать
learn,"узнать, учиться"
pretend,"притворяться, делать вид"
want,"хотеть, желать, нуждаться в"
decide,решать
need,"нуждаться в, надо, нужда, потребность"
wish,"желание, желать"
cycle,"цикл, период"
seem,казаться
pleased,довольный
usual,"обыкновенный, обычный"
prepared,"готовился, готовый (от prepare)"
hard,"с трудом, тяжело"
necessary,"нужный, необходимый"
important,важный
possible,возможный
famous,известный
hear,слышать
through,"через, сквозь"
stir,"суета, суматоха, мешать, помешивать, волновать"
grate,каминная решетка
pour,лить
peel,"чистить, почистить"
carve,"вырезать, отрезать"
cut,"разрез, фасон (стрижки волос)"
slice,ломоть
steam,пар
boil,"кипятить, кипеть"
squeeze,"выжимать, сжимать, давить, впихивать, сжатие, давка"
wash,"мыть, стирать, мытье, стирка"
grill,решетка
freeze,замерзать
pound,"фунт, фунт стерлингов"
resolve,решать
treat,"удовольствие, лечить, относиться"
determined,решительный
applied,прикладной
hold,"держать(ся), выдерживать, захват, владение"
convenient,"подходящий, удобный"
praised,хвалил (от praise)
canvas,"холст, парус"
down,"внизу, вниз"
cotton,"хлопок, хлопчатобумажный"
flax,"лен, льняное полотно"
fur,"мех, шкура"
hemp,"конопля, пенька"
leather,"кожа, кожаный"
lining,подкладка
nylon,"нейлон, нейлоновый"
print,"печатать, напечатать"
silk,"шелковый, шелк"
wool,шерсть
velvet,"бархат, преимущество"
jersey,джемпер (
cake,торт
gift,подарок
celebrated,праздновал (от celebrate)
contemporary,современный
distribute,"распределять, распространять"
frail,"хрупкий, хилый"
alter,изменять
ancient,древний
conform,"соответствовать, подчиняться"
detect,"открывать, обнаруживать"
directly,"прямо, немедленно"
beneath,"под, ниже, внизу"
moist,"сырой, влажный"
mutton,баранина
bacon,бекон
bun,булочка
roll,"вращение, список, булочка, вращаться, катить(ся)"
spade,"лопата, заступ"
rake,"грабли, сгребать"
hoe,"мотыга, рыхлить землю"
hose,чулки
abate,уменьшить
obscure,"затемнять, затруднять понимание"
amiable,"любезный, милый"
anomaly,аномалия
approbation,одобрение (не approvement)
appropriate,"подходящий, соответствующий"
archaic,"устарелый, архаический"
arduous,"тяжелый, напряженный"
ascent,"восхождение, подъем"
aversion,отвращение
boisterous,"неистовый, шумный"
chronicle,"летопись, хроника, отмечать"
observe,"наблюдать, замечать (не outlook)"
countenance,самообладание(лицо) (TR!)
derisive,"насмешливый, иронический (не ironical)"
discern,"различать, видеть"
disdain,"презирать, пренебрегать; презрение, пренебрежение (не neglect)"
last,"прошлый, последний, продолжаться, длиться"
autumn,осень
deep,глубокий
strong,сильный
term,"семестр, срок"
ebb,"отлив, убывать"
warm,"теплый, согревать"
promise,обещать
send,"отправлять, посылать"
show,"показывать, демонстрировать, выставка, зрелище"
everything,все
fun,"шутка, веселье"
heap,куча
just,"только, всего лишь, справедливый"
lately,за последнее время
yet,"однако, еще"
done,сделанный (от do)
been,быть (от be)
eminent,выдающийся
explicit,ясный
coward,трус
tray,поднос
omit,"опускать, пропускать, упускать"
magician,волшебник
audience,публика
rope,канат
feat,"подвиг, ловкость, искусство"
interval,"антракт, промежуток"
performance,спектакль
orchestra,"партер, оркестр"
tour,"путешествие, тур (не trip)"
stalls,кресла в партере ( от stall)
adversity,"бедствие, несчастье"
wary,осторожный
prominent,выдающийся
substantial,"существенный, заметный, прочный, крепкий"
confident,уверенный
hinder,"препятствовать, мешать"
resentment,возмущение
steady,прочный
colour,цвет
picture,"картина, изображение, рисовать, описывать"
portrait,портрет
landscape,"ландшафт, пейзаж"
drawing,"протаскивание, вытягивание, рисование, чертеж"
sketch,эскиз
exhibition,выставка
caricature,карикатура
provision,заготовка
ambiguous,двусмысленный
scarce,"редкий, едва (не barely, merely, hardly)"
hasten,торопить(ся)
impediment,препятствие
ram,баран
adhere,"прилипать, приставать ( to) , приклеиваться, хвататься"
parcel,пакет
fairly,довольно (не rather)
marvel,"удивляться, поражаться"
convince,убеждать
stretched,растянутый (!NEW!)
within,"внутри, внутрь"
tread,"ступать, наступать"
relate,"относиться, связывать"
prospect,перспектива
nor,"и не, также не"
outward,"внешний, наружный (не outside)"
suggestion,предложение
apparent,"видимый, очевидный"
apparently,"явно, очевидно"
specimen,образец
moonlight,лунный свет (!NEW!)
chasing,уклоняющийся (от chase)
away,прочь
below,"ниже, внизу"
revolve,вращаться
sweetness,сладость (TR!)
scent,"запах, духи, след, почуять, нюхать (не smell)"
barely,"только, едва"
touching,трогательный
taste,"пробовать, иметь вкус"
upon,на
asleep,спящий (не sleepy)
truth,"правда, истина"
breathe,дышать
carrier,"носильщик, транспортное средство"
pedal,педаль
pump,насос
rim,ободок
spoke,"говорил, говоривший (от speak)"
valve,"клапан, створка, радио электронная лампа"
enforce,"принуждать, навязывать, проводить в жизнь"
undertake,предпринимать
apologize,извиняться
forbid,запрещать
mystery,тайна
initiate,начинать (не commence)
inquiry,"расспросы, наведение справок"
strengthen,"усиливать, укреплять"
protection,защита
grief,горе
cling,"цепляться, (при)льнуть"
grateful,благодарный
whenever,когда бы ни
disgust,"отвращение, вызывать отвращение"
redeem,"выкупать, искупать, выполнять (обещание и т.п.)"
somewhat,"что-то, отчасти"
intermediate,промежуточное звено (TR!)
over,"через, над, сверх"
between,между
near,"близко от, около"
under,под
up,"вверх, до предела, наверху"
among,среди (не midst)
off,"прочь, от"
into,в
from,"от, из"
begin,начинать(ся)
continue,продолжать(ся)
end,конец
cease,"прекращать, останавливать"
determine,"определять, устанавливать, разрешать"
properly,"правильно, должным образом"
brass,установить
porcelain,фарфор
bronze,бронзовый
crystal,хрусталь
plastic,"пластмасса, пластичный"
alloy,"примесь, сплав"
granite,гранит
metal,"металл, металлический"
zinc,"цинк, цинковый, оцинковывать"
supermarket,супермаркет
ankle,"щиколотка, лодыжка"
education,образование
fickle,"непостоянный, изменчивый"
city,город
country,страна
now,сейчас
town,город (не city)
pause,пауза
peanut,земляной орех
jelly,желе
strain,"натягивать, напрягать(ся), напряжение"
straw,"пустяк, мелочь"
attraction,"привлекательность, аттракцион"
fool,"дурак, глупец"
baseball,бейсбол
hoop,обруч
formidable,внушительный (не tremendous)
ensure,"обеспечивать, гарантировать"
observation,"наблюдение, замечание"
altogether,"всего, в общем"
consideration,"рассмотрение, соображение"
decision,решение
establish,"учреждать, создавать, утверждать"
trade,"торговать, ремесло, занятие, профессия"
go,идти
you,"вы, ты"
edit,редактировать
save,"спасать, хранить, экономить"
delighted,восхищался (от delight)
disappointed,разочарованный (от disappoint)
curious,любознательный
thorough,тщательный
adventurous,"отважный, предприимчивый (не undertaking)"
mutual,"взаимный, общий (не common)"
acute,"острый, проницательный"
significant,значительный
vague,"неопределенный, смутный"
superficial,"поверхностный, внешний"
profound,глубокий
sharp,"точно, ровно, резкий, крутой, плутовать"
appearance,"появление, внешность"
eyebrows,брови ((!NEW!))
female,"женщина, самка"
guffaw,хохот
haughty,"высокомерный, надменный"
indolent,"ленивый, праздный, безболезненный"
insolent,"наглый, дерзкий, оскорбительный"
shoe,"ботинок, туфля"
mule,"мул, тупица, гибрид, туфля без задников"
wedge,клин
sole,"подошва, подметка; ставить подметку"
lace,"кружево, шнурок"
suburb,"пригород, окраина"
bucket,ведро
sweep,(под)мести
crooked,кривой
quench,утолять (жажду)
hang,"повесить, висеть"
gnaw,"грызть, глодать"
fetch,приносить
stream,"ручей, поток"
full,полный
hole,"отверстие, яма"
fill,"заполнить, наполнить"
sly,хитрый
ripe,спелый
grain,зерно
honest,честный
loyal,"верный, лояльный"
modest,скромный
stubborn,упрямый
phone,телефон
switch,"переключать, включать, выключатель, выключать"
wireless,"беспроволочный, радио"
equipment,"снаряжение, оборудование"
loving,любящий
affection,"привязанность, любовь"
careful,осторожный
kiss,целовать
irresolute,нерешительный
mirth,"веселье, радость"
name,"имя, фамилия, называть"
place,место
lake,озеро
little,"мало, маленький"
bananas,бананы (от banana)
mob,"толпа, сборище"
precarious,ненадежный
protocol,протокол (TR!)
prudent,"осторожный, благоразумный (не careful)"
purge,чистка (не clean)
repose,"полагаться, доверяться"
rogue,"плут, мошенник (не valet)"
inquire,"спрашивать, узнавать"
sanction,санкция
sanguine,"живой, жизнерадостный, румяный (не spirited)"
body,тело
blood,кровь
flesh,"тело, плоть, мясо"
carry,"нести, носить, возить"
here,"здесь, вот"
thing,"вещь, предмет"
think,"думать, мыслить"
liquid,жидкость
slowly,медленно
enough,достаточный
dirty,грязный
industrious,"трудолюбивый, прилежный (не hardworking)"
value,"ценность, цена, дорожить, ценить"
borrow,брать в долг
rely,"полагаться, доверять"
population,"население, жители"
gene,ген
fossil,ископаемое
musician,музыкант
bass,"бас, басовый"
song,песня
composition,"сочинение, композиция"
tune,мотив
arrangement,договоренность
key,ключ
crowded,многолюдный
foster,воспитывать
venture,"предприятие, риск"
favour,"одолжение, услуга, польза"
hamper,препятствие
contribute,"делать вклад, способствовать"
gaze,"пристально глядеть, пристальный взгляд"
accused,обвиняемый
perceive,"воспринимать, ощущать"
disaster,"бедствие, несчастье"
damage,"повреждать, причинять ущерб"
arrive,приезжать
leave,"оставлять, покидать, уезжать"
return,"вернуть(ся), возвращение"
visit,"визит, посещать, навещать"
disappear,"исчезать, исчезнуть"
meet,"встречать(ся), знакомиться"
look,"смотреть, выглядеть, взгляд, внешность"
speak,"говорить, убеждать"
talk,"говорить, беседовать"
hello,привет
operation,"действие, операция"
play,"играть, игра (play)"
rescue,"спасение, спасать"
collect,коллекционировать
induce,убеждать
regulate,"регулировать, приспосабливать"
pan,сковорода
helping,помощь
starve,умирать от голода
desperate,"отчаянный, безнадежный"
munch,чавкать
filling,"заполнение, наполнение"
torture,"пытать, пытка (не attempt)"
occasion,"случай, обстоятельство"
marvellous,"удивительный, замечательный"
sniff,"фыркать, сопеть"
surround,окружать
treasury,сокровищница
politeness,вежливость (TR!)
kindness,"доброта, любезность"
hospitality,гостеприимство
confidence,доверие
independence,независимость
composure,"спокойствие, самообладание"
concentration,"концентрация, сосредоточенность"
industry,промышленность
foresight,"предвидение, предусмотрительность"
pride,гордость
laziness,лень
cruelty,жестокость
jealousy,ревность
skull,череп
nerve,нерв
hush,водворять тишину
push,толкать
pull,"тянуть, тащить"
stretch,"растягивать, вытягиваться"
universal,всеобщий
comprehensive,"исчерпывающий, обширный"
rib,ребро (не hip)
spine,позвоночный столб
male,"мужчина, самец"
men,мужчины (от man)
women,женщины (от woman)
January,январь
February,февраль
March,маршировать
April,апрель
may,май
June,июнь
July,июль
august,август
September,сентябрь
October,октябрь
November,ноябрь
December,декабрь
necessarily,обязательно
exactly,"точно, именно"
quiet,"тихий, спокойный"
argument,спор
course,"курс, блюдо"
bore,скука
surface,поверхность
moan,"оплакивать, стонать"
sigh,"вздыхать, вздох"
enclose,окружать
err,допустить ошибку (TR!)
oriental,восточный
repeatedly,неоднократно
general,общий
definite,"определенный, точный"
depend,зависеть
freely,свободно
move,"двигать(ся), переезжать"
piece,кусок
solid,твердый
than,чем
thick,"толстый, густой"
vessel,"сосуд, судно"
goal,"цель, гол"
halfway,на полпути (!NEW!)
bishop,"епископ, слон (шахм.)"
knight,рыцарь
adore,обожать
bite,кусаться
catch,"уловить, понять, получить нагоняй"
deal,значительное количество
inch,дюйм
insect,насекомое
join,соединяться
pass,"передавать, проходить, пропуск, перевал"
foam,пена
bike,велосипед
permission,разрешение
feature,"особенность, характерная черта"
achieve,"достигать, успешно выполнять"
promising,многообещающий
exchange,"обмен, обменивать"
distinguish,"отличать, различать, разделять"
are,есть (от be)
gram,грамм
league,"союз, лига"
mile,миля
yard,"ярд, двор"
coin,монета
reverse,"противоположное, обратное"
dollar,доллар
cent,цент
legend,легенда
undertaking,предприятие
prove,"доказывать, доказать"
intricate,запутанный (не entangled)
helmet,"шлем, каска"
proposal,предложение
biscuit,сухое печенье
pizza,пицца
spectacular,производящий глубокое впечатление; впечатляющий; эффектный
distinguished,"выдающийся, почетный"
steak,бифштекс
stew,тушеное мясо
rouge,"румяна, губная помада"
scrub,тереть
wig,парик
require,требовать
staff,"штат, персонал, штаб"
skill,мастерство
children,дети
grandparents,дедушка и бабушка
chauffeur,шофер
director,режиссер
guard,"охрана, стража"
guide,"гид, экскурсовод"
librarian,библиотекарь
mechanic,механик
policeman,полицейский
stepfather,отчим
believe,верить
counter,"прилавок, противостоять, противиться"
two,два
zero,ноль
three,три
four,четыре
six,шесть
seven,семь
eight,восемь
nine,девять
ten,десять
eleven,одиннадцать
twelve,двенадцать
thirteen,тринадцать
fourteen,четырнадцать
fifteen,пятнадцать
sixteen,шестнадцать
eighteen,восемнадцать
nineteen,девятнадцать
twenty,двадцать
thirty,тридцать
forty,сорок
fifty,пятьдесят
sixty,шестьдесят
seventy,семьдесят
eighty,восемьдесят
thousand,тысяча
income,"доход, заработок"
welfare,благосостояние
deduction,"вычитание, вычет, удержание, вывод, заключение"
injury,телесное повреждение
reference,"рекомендация, ссылка, справка"
atom,атом
mass,"масса, множество"
energy,"энергия, сила"
impulse,"побуждение, порыв"
administrator,администратор
clerk,чиновник
labourer,рабочий
genuine,подлинный
adequate,"достаточный, соответствующий"
assignment,назначение
goodwill,добрая воля
consent,разрешение
despise,презирать
terrified,испуганный (TR!)
subsequently,впоследствии
valid,правильный
Egypt,египет (TR!)
England,англия
France,франция
Italy,италия (TR!)
English,"английский язык, английский"
French,французский
Greek,грек (TR!)
Italian,итальянец (TR!)
Mexican,мексиканец (TR!)
polish,лак
flat,"квартира, плоский"
hall,зал
bedroom,спальня
garage,гараж
attic,чердак
some,"немного, несколько"
own,"иметь, владеть, свой, собственный"
authoritative,авторитетный
housewife,домашняя хозяйка
painter,художник
driver,"водитель, шофер"
trot,"рысь, рысца, бежать рысью"
strike,"ударять, забастовка"
kick,"пинать, пнуть"
punch,"пробивать (отверстия), ударять кулаком, удар кулаком, пунш"
creep,"ползать, выползать"
hit,"успех, удача, попадать в цель"
client,клиент
student,студент
opposite,противоположный
committed,совершенный(переданный) (TR!)
poverty,бедность
mature,"зрелый, созреть"
inferior,"худший, плохой"
tolerant,терпимый (не bearable)
provoke,"вызывать, провоцировать"
duster,"тряпка, щетка"
door,дверь
curtains,занавески ((!NEW!))
clock,часы (не watch)
dictionary,словарь
newspaper,газета
blessed,благословлённый (!NEW!)
swear,клясться
grow,расти
rising,возрастающий
grave,"могила, серьезный, важный"
goodbye,прощание
Hi,привет
number,номер
job,работа
right,"правильный, правый"
wrong,"неправильный, не тот"
gravy,"подливка, соус"
pudding,пудинг
beer,пиво
juice,сок
brandy,"коньяк, бренди"
tea,"чай, отвар"
wine,"вино, винный, пить вино"
coffee,кофе
rum,"ром, странный"
chocolate,шоколад
lemonade,лимонад
liquor,крепкий спиртной напиток
port,порт
cocoa,какао
cocktail,коктейль
herein,"в этом, при сем"
frankly,откровенно
policy,политика
retirement,отставка
position,положение
charity,милосердие
surplus,излишек
dark,"темный, печальный"
light,"свет, освещение, фара, освещать, зажигать"
bright,ясный
brilliant,"блестящий, брильянт"
shades,оттенки (от shade)
efficiency,эффективность
